date,product_id,product_name,category,supplier,lead_time_days,reorder_point,promotion,price,sales_units,stock_available
2024-02-19,MED007,Loratadina,Antialergico,ProvE,4,44,1,7.82,11,414
2024-02-20,MED007,Loratadina,Antialergico,ProvE,4,44,1,7.82,16,398
2024-02-21,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,11,387
2024-02-22,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,10,377
2024-02-23,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,10,367
2024-02-24,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,10,357
2024-02-25,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,10,347
2024-02-26,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,10,337
2024-02-27,MED007,Loratadina,Antialergico,ProvE,4,44,1,7.82,12,325
2024-02-28,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,12,313
2024-02-29,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,11,302
2024-03-01,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,12,290
2024-03-02,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,17,273
2024-03-03,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,11,262
2024-03-04,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,6,256
2024-03-05,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,12,244
2024-03-06,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,12,232
2024-03-07,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,9,223
2024-03-08,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,11,212
2024-03-09,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,11,201
2024-03-10,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,11,190
2024-03-11,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,6,184
2024-03-12,MED007,Loratadina,Antialergico,ProvE,4,44,1,7.82,14,170
2024-03-13,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,10,160
2024-03-14,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,13,147
2024-03-15,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,11,136
2024-03-16,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,10,126
2024-03-17,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,9,117
2024-03-18,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,7,110
2024-03-19,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,13,97
2024-03-20,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,15,82
2024-03-21,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,11,71
2024-03-22,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,15,56
2024-03-23,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,14,42
2024-03-24,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,9,33
2024-03-25,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,19,14
2024-03-26,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,11,3
2024-03-27,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,9,174
2024-03-28,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,8,346
2024-03-29,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,21,505
2024-03-30,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,5,680
2024-03-31,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.5,18,662
2024-04-01,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,9,653
2024-04-02,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,5,648
2024-04-03,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,8,640
2024-04-04,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,7,633
2024-04-05,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,10,623
2024-04-06,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,9,614
2024-04-07,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,16,598
2024-04-08,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,2,596
2024-04-09,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,12,584
2024-04-10,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,6,578
2024-04-11,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,13,565
2024-04-12,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,8,557
2024-04-13,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,9,548
2024-04-14,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,10,538
2024-04-15,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,9,529
2024-04-16,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,7,522
2024-04-17,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,6,516
2024-04-18,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,10,506
2024-04-19,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,11,495
2024-04-20,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,11,484
2024-04-21,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,14,470
2024-04-22,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,13,457
2024-04-23,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,10,447
2024-04-24,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,12,435
2024-04-25,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,8,427
2024-04-26,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,12,415
2024-04-27,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,11,404
2024-04-28,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,16,388
2024-04-29,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,12,376
2024-04-30,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,14,362
2024-05-01,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,13,349
2024-05-02,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,17,332
2024-05-03,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,12,320
2024-05-04,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,5,315
2024-05-05,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,8,307
2024-05-06,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,7,300
2024-05-07,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,10,290
2024-05-08,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,8,282
2024-05-09,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,12,270
2024-05-10,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,13,257
2024-05-11,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,13,244
2024-05-12,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,11,233
2024-05-13,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,8,225
2024-05-14,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,14,211
2024-05-15,MED007,Loratadina,Antialergico,ProvE,4,44,1,7.98,11,200
2024-05-16,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,14,186
2024-05-17,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,16,170
2024-05-18,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,8,162
2024-05-19,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,12,150
2024-05-20,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,6,144
2024-05-21,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,10,134
2024-05-22,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,7,127
2024-05-23,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,10,117
2024-05-24,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,8,109
2024-05-25,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,10,99
2024-05-26,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,12,87
2024-05-27,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,11,76
2024-05-28,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,9,67
2024-05-29,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,8,59
2024-05-30,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,9,50
2024-05-31,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,15,35
2024-06-01,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,11,24
2024-06-02,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,13,11
2024-06-03,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,8,3
2024-06-04,MED007,Loratadina,Antialergico,ProvE,4,44,1,7.98,11,172
2024-06-05,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,9,343
2024-06-06,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,4,519
2024-06-07,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,11,688
2024-06-08,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,9,679
2024-06-09,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,8,671
2024-06-10,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,10,661
2024-06-11,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,5,656
2024-06-12,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,12,644
2024-06-13,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,12,632
2024-06-14,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,9,623
2024-06-15,MED007,Loratadina,Antialergico,ProvE,4,44,1,7.98,10,613
2024-06-16,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,14,599
2024-06-17,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,15,584
2024-06-18,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,12,572
2024-06-19,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,8,564
2024-06-20,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,12,552
2024-06-21,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,14,538
2024-06-22,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,9,529
2024-06-23,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,8,521
2024-06-24,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,9,512
2024-06-25,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,17,495
2024-06-26,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,9,486
2024-06-27,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,9,477
2024-06-28,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,10,467
2024-06-29,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,10,457
2024-06-30,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.67,12,445
2024-07-01,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,16,429
2024-07-02,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,8,421
2024-07-03,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,8,413
2024-07-04,MED007,Loratadina,Antialergico,ProvE,4,44,1,8.13,12,401
2024-07-05,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,14,387
2024-07-06,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,11,376
2024-07-07,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,10,366
2024-07-08,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,7,359
2024-07-09,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,12,347
2024-07-10,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,12,335
2024-07-11,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,8,327
2024-07-12,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,12,315
2024-07-13,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,10,305
2024-07-14,MED007,Loratadina,Antialergico,ProvE,4,44,1,8.13,15,290
2024-07-15,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,13,277
2024-07-16,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,5,272
2024-07-17,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,13,259
2024-07-18,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,10,249
2024-07-19,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,5,244
2024-07-20,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,14,230
2024-07-21,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,16,214
2024-07-22,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,12,202
2024-07-23,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,7,195
2024-07-24,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,7,188
2024-07-25,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,12,176
2024-07-26,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,15,161
2024-07-27,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,14,147
2024-07-28,MED007,Loratadina,Antialergico,ProvE,4,44,1,8.13,14,133
2024-07-29,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,4,129
2024-07-30,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,8,121
2024-07-31,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,11,110
2024-08-01,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,9,101
2024-08-02,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,9,92
2024-08-03,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,8,84
2024-08-04,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,17,67
2024-08-05,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,7,60
2024-08-06,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,8,52
2024-08-07,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,7,45
2024-08-08,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,10,35
2024-08-09,MED007,Loratadina,Antialergico,ProvE,4,44,1,8.13,9,26
2024-08-10,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,8,18
2024-08-11,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,15,3
2024-08-12,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,12,171
2024-08-13,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,8,343
2024-08-14,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,10,513
2024-08-15,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,7,686
2024-08-16,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,10,676
2024-08-17,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,12,664
2024-08-18,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,9,655
2024-08-19,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,14,641
2024-08-20,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,15,626
2024-08-21,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,8,618
2024-08-22,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,13,605
2024-08-23,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,10,595
2024-08-24,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,13,582
2024-08-25,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,11,571
2024-08-26,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,9,562
2024-08-27,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,5,557
2024-08-28,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,12,545
2024-08-29,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,10,535
2024-08-30,MED007,Loratadina,Antialergico,ProvE,4,44,1,8.13,15,520
2024-08-31,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,8,512
2024-09-01,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,7,505
2024-09-02,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,13,492
2024-09-03,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,16,476
2024-09-04,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,5,471
2024-09-05,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,9,462
2024-09-06,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,15,447
2024-09-07,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,20,427
2024-09-08,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,16,411
2024-09-09,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,18,393
2024-09-10,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,17,376
2024-09-11,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,12,364
2024-09-12,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,11,353
2024-09-13,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,8,345
2024-09-14,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,21,324
2024-09-15,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,17,307
2024-09-16,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,10,297
2024-09-17,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,25,272
2024-09-18,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,8,264
2024-09-19,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,14,250
2024-09-20,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,14,236
2024-09-21,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,17,219
2024-09-22,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,15,204
2024-09-23,MED007,Loratadina,Antialergico,ProvE,4,44,1,8.13,19,185
2024-09-24,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,14,171
2024-09-25,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,14,157
2024-09-26,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,12,145
2024-09-27,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,8,137
2024-09-28,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,21,116
2024-09-29,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,14,102
2024-09-30,MED007,Loratadina,Antialergico,ProvE,4,44,0,8.84,17,85
2024-10-01,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,17,68
2024-10-02,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,21,47
2024-10-03,MED007,Loratadina,Antialergico,ProvE,4,44,1,8.29,10,37
2024-10-04,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,18,19
2024-10-05,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,10,9
2024-10-06,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,9,0
2024-10-07,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,11,169
2024-10-08,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,20,329
2024-10-09,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,13,496
2024-10-10,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,12,664
2024-10-11,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,17,647
2024-10-12,MED007,Loratadina,Antialergico,ProvE,4,44,1,8.29,16,631
2024-10-13,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,17,614
2024-10-14,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,14,600
2024-10-15,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,13,587
2024-10-16,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,12,575
2024-10-17,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,20,555
2024-10-18,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,8,547
2024-10-19,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,13,534
2024-10-20,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,11,523
2024-10-21,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,13,510
2024-10-22,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,19,491
2024-10-23,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,14,477
2024-10-24,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,15,462
2024-10-25,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,15,447
2024-10-26,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,11,436
2024-10-27,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,11,425
2024-10-28,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,17,408
2024-10-29,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,11,397
2024-10-30,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,17,380
2024-10-31,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,12,368
2024-11-01,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,15,353
2024-11-02,MED007,Loratadina,Antialergico,ProvE,4,44,1,8.29,17,336
2024-11-03,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,14,322
2024-11-04,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,16,306
2024-11-05,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,16,290
2024-11-06,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,18,272
2024-11-07,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,14,258
2024-11-08,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,15,243
2024-11-09,MED007,Loratadina,Antialergico,ProvE,4,44,1,8.29,11,232
2024-11-10,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,17,215
2024-11-11,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,21,194
2024-11-12,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,14,180
2024-11-13,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,9,171
2024-11-14,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,19,152
2024-11-15,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,15,137
2024-11-16,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,14,123
2024-11-17,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,8,115
2024-11-18,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,10,105
2024-11-19,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,10,95
2024-11-20,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,16,79
2024-11-21,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,17,62
2024-11-22,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,17,45
2024-11-23,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,16,29
2024-11-24,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,14,15
2024-11-25,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,15,0
2024-11-26,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,0,0
2024-11-27,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,21,159
2024-11-28,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,10,329
2024-11-29,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,9,500
2024-11-30,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,17,663
2024-12-01,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,12,651
2024-12-02,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,9,642
2024-12-03,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,17,625
2024-12-04,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,13,612
2024-12-05,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,10,602
2024-12-06,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,14,588
2024-12-07,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,9,579
2024-12-08,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,11,568
2024-12-09,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,14,554
2024-12-10,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,9,545
2024-12-11,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,10,535
2024-12-12,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,16,519
2024-12-13,MED007,Loratadina,Antialergico,ProvE,4,44,1,8.29,10,509
2024-12-14,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,16,493
2024-12-15,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,9,484
2024-12-16,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,20,464
2024-12-17,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,14,450
2024-12-18,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,14,436
2024-12-19,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,11,425
2024-12-20,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,10,415
2024-12-21,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,10,405
2024-12-22,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,9,396
2024-12-23,MED007,Loratadina,Antialergico,ProvE,4,44,1,8.29,12,384
2024-12-24,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,12,372
2024-12-25,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,11,361
2024-12-26,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,8,353
2024-12-27,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,13,340
2024-12-28,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,9,331
2024-12-29,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,13,318
2024-12-30,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,11,307
2024-12-31,MED007,Loratadina,Antialergico,ProvE,4,44,0,9.01,10,297
2024-01-01,MED008,Enterogermina,Probiotico,ProvF,3,26,0,17.5,7,166
2024-01-02,MED008,Enterogermina,Probiotico,ProvF,3,26,0,17.5,10,156
2024-01-03,MED008,Enterogermina,Probiotico,ProvF,3,26,0,17.5,12,144
2024-01-04,MED008,Enterogermina,Probiotico,ProvF,3,26,0,17.5,10,134
2024-01-05,MED008,Enterogermina,Probiotico,ProvF,3,26,0,17.5,4,130
2024-01-06,MED008,Enterogermina,Probiotico,ProvF,3,26,0,17.5,14,116
2024-01-07,MED008,Enterogermina,Probiotico,ProvF,3,26,0,17.5,8,108
2024-01-08,MED008,Enterogermina,Probiotico,ProvF,3,26,0,17.5,7,101
2024-01-09,MED008,Enterogermina,Probiotico,ProvF,3,26,0,17.5,11,90
2024-01-10,MED008,Enterogermina,Probiotico,ProvF,3,26,0,17.5,11,79
2024-01-11,MED008,Enterogermina,Probiotico,ProvF,3,26,0,17.5,10,69
2024-01-12,MED008,Enterogermina,Probiotico,ProvF,3,26,0,17.5,15,54
2024-01-13,MED008,Enterogermina,Probiotico,ProvF,3,26,0,17.5,6,48
2024-01-14,MED008,Enterogermina,Probiotico,ProvF,3,26,0,17.5,12,36
